carat,depth,price,x,y,z,class
0.7,62.8,3247,5.63,5.68,3.55,2
0.7,62.6,3247,5.65,5.7,3.55,1
0.71,62,3247,5.7,5.75,3.55,1
0.71,62.5,3247,5.67,5.73,3.56,1
0.52,62,3247,5.17,5.15,3.2,2
0.76,63,3248,5.83,5.79,3.66,2
0.61,61.5,3248,5.47,5.53,3.38,3
0.61,61.4,3248,5.44,5.49,3.36,3
0.61,61.1,3248,5.47,5.49,3.34,3
0.65,61.9,3248,5.56,5.59,3.45,1
0.7,62.1,3248,5.72,5.77,3.57,1
1,66.5,3248,6.19,6.1,4.09,2
0.83,61.7,3249,5.95,6.02,3.69,2
0.76,61.5,3249,5.89,5.92,3.63,1
0.76,63.2,3249,5.82,5.86,3.69,1
0.76,61,3249,5.85,5.91,3.59,2
0.73,61.7,3249,5.79,5.82,3.58,3
0.81,62.9,3250,5.88,5.94,3.72,1
0.9,63.6,3250,6.06,6.11,3.87,2
0.9,59.6,3250,6.38,6.24,3.76,2
0.9,62.4,3250,6.11,6.16,3.83,2
0.72,61.1,3250,5.78,5.84,3.55,3
0.83,63.7,3250,5.95,5.89,3.77,1
0.9,65.2,3250,6.05,6.01,3.93,1
0.9,64.2,3250,6.04,6.01,3.87,1
0.93,62.3,3250,6.3,6.23,3.9,3
0.73,59.8,3250,5.89,5.85,3.51,2
0.9,63.3,3251,6.14,6.05,3.86,2
0.71,61,3251,5.77,5.8,3.53,1
0.8,60.9,3251,6,6.03,3.66,1
0.82,62.6,3251,5.95,5.99,3.74,3
0.9,62.3,3251,6.18,6.12,3.83,2
0.9,60.8,3251,6.25,6.22,3.79,2
0.9,61.8,3251,6.21,6.19,3.83,2
0.77,60.8,3251,5.94,5.9,3.6,2
0.71,62,3252,5.71,5.76,3.56,2
0.7,63.3,3252,5.7,5.64,3.59,3
0.7,61.9,3253,5.68,5.7,3.52,1
0.7,61.5,3253,5.7,5.74,3.52,1
0.7,61.6,3253,5.7,5.73,3.53,1
0.77,61.5,3253,5.89,5.92,3.63,1
0.9,61.8,3253,6.11,6.16,3.79,1
0.78,60.1,3253,5.92,5.89,3.55,2
0.83,62.1,3254,6,6.05,3.74,3
0.71,62.8,3254,5.71,5.76,3.6,1
0.74,61,3254,5.86,5.88,3.58,2
0.74,62.1,3254,5.82,5.84,3.62,2
0.9,64.1,3255,5.97,6.07,3.86,2
0.9,62.5,3255,6.16,6.26,3.88,3
0.73,61.9,3255,5.76,5.81,3.58,2
0.9,62.2,3256,6.09,6.2,3.82,1
0.91,62.1,3256,6.18,6.22,3.85,3
0.79,61.9,3256,5.97,5.89,3.67,1
0.76,61,3257,5.89,5.92,3.6,3
0.81,61.8,3257,5.97,6.04,3.71,2
0.72,61.4,3257,5.76,5.8,3.55,2
0.91,61,3258,6.22,6.3,3.82,3
0.78,62.5,3258,5.86,5.89,3.67,2
0.93,64.7,3258,6.09,6.06,3.93,2
0.78,61.3,3259,5.91,5.93,3.63,3
1,59.4,3259,6.52,6.48,3.86,3
0.75,59.2,3260,5.93,5.97,3.52,1
0.77,60.8,3260,5.95,5.9,3.6,1
0.7,63,3261,5.59,5.62,3.53,3
0.76,60.4,3261,5.91,5.97,3.59,1
0.7,61.5,3261,5.73,5.75,3.53,3
1.04,63.9,3261,6.42,6.35,4.08,2
1.04,61.6,3261,6.47,6.45,3.98,2
0.9,59,3262,6.28,6.32,3.72,2
0.71,60.9,3262,5.75,5.79,3.51,2
0.91,62.5,3262,6.3,6.18,3.9,1
0.75,62.4,3263,5.76,5.81,3.61,1
1.11,61,3263,6.67,6.61,4.05,2
0.72,63.4,3264,5.68,5.7,3.61,3
0.88,63.2,3264,6.04,6.09,3.83,2
0.88,62.4,3264,6.12,6.16,3.83,2
0.72,61.1,3265,5.76,5.79,3.53,3
0.7,61.7,3265,5.67,5.71,3.51,1
0.7,62.8,3265,5.64,5.66,3.55,3
1,63.6,3265,6.25,6.2,3.96,3
0.7,60.7,3265,5.72,5.75,3.48,3
0.84,61.5,3265,6.07,6.13,3.75,2
1,65.7,3265,6.25,6.2,4.09,2
1,63.2,3265,6.43,6.32,4.03,2
1,63.7,3265,6.34,6.31,4.03,3
1,65.1,3265,6.26,6.23,4.07,3
1,65.1,3265,6.26,6.23,4.07,3
0.93,62,3266,6.31,6.28,3.9,3
0.81,62.8,3266,5.92,5.89,3.71,2
0.81,62.4,3266,5.96,5.89,3.7,2
1.12,60.7,3266,6.71,6.64,4.05,3
0.81,62.3,3266,5.95,5.89,3.69,1
0.9,64.3,3267,6.06,6.16,3.93,3
0.9,63.1,3267,6.11,6.18,3.88,3
0.9,63.2,3267,6.09,6.15,3.87,3
0.9,61.9,3267,6.07,6.12,3.77,3
0.91,60.7,3267,6.23,6.26,3.79,3
0.7,63.3,3267,5.6,5.64,3.56,2
0.78,62.4,3267,5.85,5.89,3.66,3
0.8,61.6,3267,5.96,6,3.68,3
0.78,62.4,3267,5.87,5.9,3.67,2
0.78,62.2,3267,5.87,5.9,3.66,1
0.75,57.9,3268,5.96,6,3.46,3
0.7,62.6,3268,5.66,5.68,3.55,1
0.96,60.3,3269,6.4,6.36,3.85,3
0.9,58.4,3269,6.34,6.39,3.72,1
0.7,59.3,3270,5.74,5.77,3.41,3
0.72,59.8,3270,5.84,5.89,3.51,1
0.75,62.3,3270,5.83,5.88,3.65,3
0.81,60.8,3270,5.95,5.99,3.63,1
0.56,61.8,3270,5.28,5.31,3.27,2
0.73,61.5,3270,5.8,5.77,3.56,1
0.73,62.2,3270,5.78,5.76,3.59,1
0.79,61.3,3270,6.01,5.96,3.67,2
0.9,61.4,3271,6.19,6.28,3.83,2
1.1,59.3,3271,6.75,6.7,3.99,2
0.67,61.6,3271,5.61,5.65,3.47,1
0.71,59.7,3272,5.84,5.86,3.49,1
0.8,60.9,3273,5.98,6.02,3.65,2
0.73,60.2,3273,5.86,5.9,3.54,1
0.8,63.4,3273,5.88,5.92,3.74,1
0.8,64.5,3273,5.8,5.86,3.76,1
0.9,61.7,3274,6.17,6.21,3.82,2
0.9,62.2,3274,6.13,6.08,3.8,1
0.72,60.7,3274,5.83,5.85,3.54,2
0.72,61.5,3274,5.77,5.85,3.56,2
0.72,61.6,3274,5.76,5.79,3.55,2
0.7,61.6,3275,5.65,5.69,3.49,3
0.95,63,3275,6.32,6.26,3.96,3
0.73,61.9,3275,5.76,5.8,3.57,1
0.72,60.5,3275,5.81,5.83,3.52,2
0.72,62.6,3275,5.7,5.73,3.58,1
1.01,63.2,3275,6.42,6.35,4.04,1
0.9,58.4,3276,6.35,6.29,3.69,2
0.7,62.8,3276,5.63,5.67,3.55,1
0.83,59.4,3276,6.08,6.11,3.62,2
1,60.8,3276,6.41,6.34,3.88,2
0.9,59.6,3276,6.37,6.24,3.76,2
1,62.4,3276,6.44,6.35,3.99,2
0.9,67.6,3276,5.94,5.9,4,1
1,62,3276,6.27,6.22,3.87,3
0.78,62,3276,5.95,5.89,3.67,1
1,62.5,3276,6.38,6.35,3.98,2
1.25,60.9,3276,6.95,6.91,4.22,1
0.7,61.3,3277,5.64,5.72,3.48,1
0.92,57.8,3277,6.4,6.36,3.69,2
0.7,61.1,3278,5.73,5.75,3.51,2
1.18,59.9,3278,6.85,6.8,4.09,1
0.91,65.3,3278,6.11,6.01,3.96,2
0.84,62.4,3279,6.06,6.03,3.77,1
1.01,65.5,3280,6.28,6.24,4.1,2
0.71,62.8,3281,5.69,5.75,3.59,1
0.71,62.3,3281,5.74,5.76,3.58,3
0.93,62.3,3281,6.26,6.22,3.89,3
0.82,63.1,3282,5.95,6,3.77,1
0.9,66.1,3282,5.94,5.99,3.94,2
0.9,61.4,3282,6.08,6.14,3.75,2
0.91,63,3282,6.15,6.07,3.85,2
0.91,63.2,3282,6.27,6.01,3.88,1
0.92,65.3,3282,6.08,6.04,3.96,3
0.92,64.2,3282,6.14,6.11,3.93,3
0.91,63.6,3282,6.15,6.11,3.9,1
0.91,63.3,3282,6.12,6.08,3.86,1
0.92,65.1,3282,6.12,6.07,3.97,3
0.92,58.1,3282,6.46,6.41,3.74,3
0.92,58.9,3282,6.38,6.35,3.75,3
0.8,63.3,3283,5.79,5.83,3.68,3
0.84,62.3,3283,5.99,6.04,3.75,2
0.72,62.6,3283,5.69,5.72,3.57,1
0.72,61.9,3283,5.74,5.77,3.56,1
0.72,62.1,3283,5.72,5.75,3.56,2
0.8,60.5,3283,5.97,6.01,3.62,3
0.8,63.2,3283,5.77,5.85,3.67,1
0.52,61.5,3284,5.19,5.22,3.2,2
0.71,60.4,3284,5.78,5.81,3.5,3
0.86,60.2,3284,6.16,6.19,3.72,2
0.89,61.6,3284,6.13,6.24,3.82,1
0.74,62.7,3285,5.72,5.77,3.6,1
0.8,62.4,3285,5.92,5.85,3.67,3
0.94,68.4,3285,6.05,5.97,4.11,2
0.8,59.7,3285,6.02,5.97,3.58,3
1.04,58.2,3285,6.64,6.53,3.85,3
0.96,62.7,3286,6.2,6.24,3.9,2
0.91,64.3,3286,6.12,6.04,3.91,1
0.91,62.1,3287,6.16,6.21,3.84,1
0.74,62.5,3287,5.76,5.79,3.61,2
0.7,62.5,3287,5.64,5.68,3.54,2
0.7,62.6,3287,5.64,5.67,3.54,2
0.91,64.2,3287,6.13,6.09,3.92,2
1.03,58.4,3288,6.6,6.58,3.85,2
0.73,61.4,3288,5.83,5.86,3.59,1
1.01,62.4,3288,6.35,6.41,3.98,1
0.9,60.9,3288,6.1,6.12,3.72,2
1.03,63.1,3288,6.43,6.38,4.04,2
0.91,61.6,3290,6.13,6.25,3.81,3
0.9,64.2,3290,6.05,6.01,3.87,2
0.83,60.7,3290,6.02,6.1,3.68,3
0.71,61.1,3290,5.74,5.78,3.52,2
0.71,61.6,3290,5.75,5.78,3.55,2
0.91,61.3,3290,6.18,6.25,3.81,3
1.02,66.2,3290,6.34,6.26,4.17,2
0.77,60.5,3291,5.92,5.98,3.6,1
0.77,63.4,3291,5.8,5.84,3.69,1
0.77,61.8,3291,5.84,5.81,3.6,2
0.9,63,3292,6.1,6.06,3.83,2
0.9,62.6,3292,6.13,6.04,3.81,2
0.86,62.9,3293,6.04,6.08,3.81,1
1,62.8,3293,6.26,6.19,3.19,3
0.8,63.1,3293,5.94,5.86,3.72,1
1,63.2,3293,6.32,6.27,3.98,3
0.8,60.1,3293,5.98,6.03,3.61,3
1.05,62.2,3293,6.51,6.48,4.04,1
1,62.7,3293,6.32,6.28,3.95,3
0.76,60.2,3293,5.95,5.92,3.57,2
1.01,64.6,3294,6.22,6.18,4.01,1
0.72,61.1,3294,5.79,5.76,3.53,3
0.7,61.7,3294,5.71,5.67,3.51,1
0.74,58,3294,6,5.93,3.46,2
0.9,62.1,3295,6.13,6.23,3.84,2
0.7,60.7,3295,5.77,5.82,3.52,1
0.83,63.8,3295,5.96,6.04,3.83,1
0.72,61,3295,5.8,5.84,3.55,1
0.82,62.5,3295,6.01,5.96,3.74,1
1.01,62.4,3296,6.45,6.35,3.99,3
0.8,62.6,3296,5.9,5.93,3.7,2
0.7,58.5,3296,5.72,5.81,3.37,2
1.07,61.8,3296,6.57,6.47,4.03,2
0.91,60.7,3296,6.26,6.23,3.79,3
1.07,62.5,3296,6.5,6.47,4.05,1
0.8,62,3297,5.97,5.94,3.69,1
0.8,61.5,3297,5.97,5.93,3.66,1
1.01,60.9,3297,6.45,6.42,3.91,3
1.02,63.1,3298,6.34,6.38,4.01,3
0.91,62.7,3298,6.16,6.22,3.88,2
0.78,64,3298,5.82,5.86,3.74,2
0.78,58.5,3298,6.08,6.12,3.57,2
0.7,61.9,3298,5.68,5.73,3.53,2
0.91,62.6,3299,6.17,6.19,3.87,3
1.01,61.5,3299,6.37,6.41,3.93,2
0.62,61.4,3299,5.46,5.5,3.37,3
0.91,61.9,3299,6.18,6.22,3.84,3
0.71,61.8,3299,5.68,5.72,3.52,1
0.71,61.8,3299,5.73,5.76,3.55,1
0.71,61.8,3299,5.72,5.75,3.55,1
0.71,61.5,3299,5.75,5.79,3.55,2
1.05,59.6,3299,6.58,6.53,3.91,1
0.77,60.8,3299,5.96,5.92,3.61,1
0.96,69.7,3299,6.09,5.9,4.18,1
1,63,3300,6.32,6.35,3.99,1
0.7,62.4,3300,5.69,5.63,3.53,3
0.77,61.8,3300,5.91,5.94,3.66,1
0.7,60.8,3300,5.73,5.8,3.51,1
0.9,61.7,3301,6.17,6.24,3.83,2
0.72,60.9,3301,5.81,5.84,3.55,1
0.71,61.8,3301,5.69,5.74,3.53,1
0.73,62.2,3301,5.76,5.82,3.6,2
0.91,56.9,3302,6.41,6.24,3.6,2
1.08,64.9,3302,6.46,6.32,4.15,3
0.9,62.1,3303,6.08,6.13,3.79,1
0.9,61.1,3303,6.18,6.22,3.79,1
0.9,63.8,3303,6.07,6.16,3.9,2
0.9,63.8,3303,6.02,6.05,3.85,1
0.9,63.7,3303,6.06,6.1,3.87,2
0.9,63.4,3303,6.04,6.08,3.84,1
0.9,59.2,3303,6.3,6.36,3.75,1
0.9,63.8,3303,6.13,6.16,3.92,1
0.7,60.7,3303,5.73,5.76,3.49,1
0.77,61,3303,5.91,5.96,3.62,1
0.81,62.1,3303,5.95,6,3.71,3
0.71,62.1,3304,5.72,5.75,3.56,1
0.71,62,3304,5.72,5.75,3.55,1
0.72,60.8,3304,5.81,5.84,3.54,1
0.71,62.5,3304,5.69,5.71,3.56,1
0.76,64.6,3304,5.72,5.8,3.72,1
1,64.8,3304,6.23,6.18,4.02,2
1,65.8,3304,6.22,6.19,4.08,1
1,63.4,3304,6.33,6.3,4.01,2
1,64,3304,6.29,6.24,4.01,2
0.82,60,3306,6.18,6.08,3.68,1
0.76,61.8,3306,5.85,5.9,3.63,2
0.76,62,3306,5.88,5.92,3.66,2
0.53,61.2,3307,5.21,5.26,3.21,2
0.73,61.5,3307,5.71,5.8,3.54,1
0.9,64.2,3307,6.01,6.04,3.87,1
0.71,61.7,3307,5.72,5.74,3.53,1
0.71,61.3,3307,5.75,5.77,3.53,1
0.73,60.9,3307,5.8,5.86,3.55,1
0.9,62.3,3308,6.12,6.18,3.83,2
0.9,60.8,3308,6.22,6.25,3.79,2
0.73,59.8,3308,5.85,5.89,3.51,2
0.81,62.2,3308,5.97,5.99,3.72,3
0.66,61.8,3309,5.6,5.66,3.48,1
0.77,60.8,3309,5.9,5.94,3.6,2
0.7,62.2,3309,5.67,5.71,3.54,1
0.7,61.3,3309,5.69,5.72,3.5,2
1.01,63.2,3309,6.34,6.31,4,2
0.31,62.2,565,4.36,4.39,2.72,2
0.31,61.3,565,4.36,4.41,2.69,2
0.26,63.4,565,4.06,4.05,2.57,2
0.26,59.8,565,4.18,4.15,2.49,2
0.41,64,565,4.64,4.71,2.99,3
0.31,62.2,565,4.32,4.36,2.7,1
0.3,63.4,565,4.26,4.32,2.72,1
0.3,63.5,565,4.21,4.26,2.69,1
0.3,63.4,565,4.23,4.25,2.69,3
0.3,60.2,565,4.3,4.31,2.59,1
0.3,63.3,565,4.28,4.31,2.72,1
0.3,62,565,4.27,4.31,2.66,1
0.3,62.4,565,4.29,4.33,2.69,3
0.3,60.8,565,4.31,4.34,2.63,1
0.27,60.1,566,4.21,4.23,2.53,1
0.27,62.9,566,4.12,4.15,2.6,1
0.27,62.5,566,4.14,4.16,2.59,1
0.27,61,566,4.21,4.25,2.57,1
0.27,62.9,566,4.13,4.15,2.6,1
0.27,60.8,566,4.2,4.22,2.56,1
0.27,60.8,566,4.18,4.2,2.54,1
0.38,62.8,566,4.58,4.59,2.88,1
0.27,61.6,566,4.18,4.21,2.58,2
0.27,61.6,566,4.18,4.21,2.58,1
0.35,61.6,566,4.54,4.49,2.78,2
0.34,59.3,566,4.52,4.58,2.7,3
0.34,59.4,566,4.54,4.59,2.71,3
0.34,63,566,4.48,4.5,2.83,3
0.38,60.5,566,4.64,4.68,2.82,3
0.34,59.8,566,4.53,4.57,2.72,3
0.7,63.3,3310,5.64,5.7,3.59,3
0.73,61.5,3310,5.79,5.82,3.57,1
0.62,61.8,3310,5.45,5.48,3.38,1
0.76,60.7,3311,5.9,5.93,3.59,2
0.73,62.3,3311,5.8,5.75,3.6,1
0.73,61.2,3311,5.83,5.77,3.55,1
0.81,62.1,3311,5.96,5.92,3.69,1
0.81,61.6,3311,5.96,5.92,3.66,3
0.73,60.9,3311,5.81,5.79,3.53,1
0.8,62.7,3312,5.89,5.85,3.68,2
0.7,63.6,3312,5.61,5.58,3.56,2
0.8,61.7,3312,5.96,5.93,3.67,2
0.84,63.6,3312,5.94,5.89,3.76,1
0.9,58.1,3312,6.26,6.24,3.63,2
0.96,63.9,3312,6.27,6.21,3.99,3
1.24,62.5,3312,6.89,6.84,4.29,2
0.9,62.5,3312,6.18,6.13,3.85,2
0.74,61.2,3312,5.88,5.82,3.58,1
0.7,63.7,3312,5.66,5.61,3.59,2
0.9,61,3312,6.17,6.15,3.76,2
1.24,62.3,3312,6.86,6.81,4.26,3
0.57,61.3,3313,5.37,5.4,3.3,3
1.02,58.3,3313,6.61,6.57,3.84,2
0.95,63.5,3314,6.24,6.27,3.97,3
0.81,62.2,3314,5.91,5.94,3.69,2
0.75,61.5,3314,5.88,5.82,3.6,1
0.83,61.9,3314,5.96,6.02,3.71,2
0.74,61.7,3315,5.86,5.81,3.6,1
0.84,63.6,3316,5.98,5.93,3.79,1
0.71,62.3,3316,5.72,5.7,3.56,2
0.93,61.3,3317,6.26,6.17,3.81,3
0.77,62,3318,5.88,5.92,3.66,1
0.9,63.2,3318,6.15,6.2,3.9,3
0.9,63.2,3318,6.09,6.12,3.86,3
0.79,59.3,3318,6.06,6.02,3.58,1
0.92,62.3,3318,6.2,6.15,3.85,1
0.73,61.8,3319,5.89,5.92,3.65,2
0.7,61.5,3319,5.73,5.75,3.53,3
1.02,61.5,3321,6.46,6.49,3.98,1
0.52,60.9,3321,5.2,5.24,3.18,2
0.71,62.1,3321,5.71,5.75,3.56,2
0.71,61.2,3321,5.73,5.77,3.52,2
0.77,61.5,3321,5.88,5.92,3.63,3
1.06,61,3321,6.62,6.56,4.02,1
0.83,61.9,3322,5.97,6.01,3.71,3
0.72,62.2,3322,5.77,5.74,3.58,2
0.86,61.9,3323,6.07,5.99,3.73,1
0.69,60.8,3323,5.74,5.77,3.5,1
0.71,63,3323,5.7,5.72,3.6,3
0.74,62.8,3323,5.73,5.76,3.61,1
0.53,61.5,3323,5.23,5.25,3.22,1
0.81,64.8,3323,5.82,5.98,3.82,1
0.92,63.3,3323,6.18,6.14,3.9,2
0.92,61.8,3323,6.27,6.25,3.87,2
0.91,63.8,3323,6.09,6.04,3.87,2
0.92,66,3323,6.04,5.99,3.97,3
0.81,64.1,3324,5.92,5.96,3.81,2
0.9,62,3324,6.11,6.12,3.79,2
0.79,62,3324,5.88,5.95,3.67,2
0.7,61.8,3325,5.69,5.74,3.53,2
0.7,61,3325,5.75,5.78,3.52,2
0.7,60.9,3325,5.76,5.79,3.52,2
0.78,62.6,3325,5.87,5.91,3.69,1
0.96,61.5,3326,6.32,6.36,3.9,3
0.9,62.1,3326,6.13,6.04,3.78,2
0.78,61.2,3326,5.92,5.95,3.63,2
0.9,65.3,3326,6,5.95,3.9,3
0.9,59.2,3326,6.3,6.24,3.71,2
0.72,61.7,3326,5.8,5.77,3.57,1
0.9,60.1,3326,6.25,6.2,3.74,1
0.9,59.5,3326,6.33,6.28,3.75,1
0.73,62.8,3327,5.75,5.78,3.62,1
0.79,61.3,3328,5.96,6.01,3.67,2
0.73,62.2,3328,5.76,5.78,3.59,1
0.74,63.2,3328,5.74,5.72,3.62,1
0.82,60.9,3328,6.06,6.12,3.71,1
0.88,61.7,3328,6.14,6.18,3.8,2
1.27,62.3,3328,6.91,6.86,4.29,2
0.88,62.2,3329,6.08,6.2,3.82,1
0.72,62.5,3330,5.73,5.76,3.59,3
0.7,61.9,3330,5.7,5.73,3.54,1
0.7,61.1,3330,5.75,5.78,3.52,1
0.7,61.6,3330,5.7,5.72,3.52,1
0.71,63.6,3332,5.65,5.7,3.61,3
0.71,64.1,3332,5.64,5.66,3.62,2
0.71,61.4,3332,5.7,5.76,3.52,1
0.77,60.9,3332,5.89,5.94,3.61,2
0.71,61.8,3332,5.72,5.77,3.55,1
0.9,65,3332,6.05,6.02,3.92,1
0.9,63.8,3332,6.08,6.05,3.87,1
0.92,62.4,3332,6.23,6.19,3.88,3
0.98,66.6,3332,6.12,6.02,4.04,1
0.6,61.2,3333,5.42,5.46,3.33,3
0.71,62.5,3333,5.68,5.71,3.56,2
0.93,60,3333,6.36,6.31,3.8,3
0.9,58.4,3334,6.29,6.35,3.69,2
0.9,58.4,3334,6.29,6.35,3.69,2
0.78,61.7,3334,5.9,5.93,3.65,1
0.78,62,3334,5.89,5.95,3.67,1
0.72,61.6,3334,5.75,5.77,3.55,2
0.95,59,3335,6.38,6.51,3.77,2
0.92,57.8,3335,6.36,6.4,3.69,2
0.7,62,3335,5.69,5.76,3.55,2
0.94,61.9,3335,6.29,6.21,3.87,2
0.64,61,3336,5.55,5.59,3.4,3
0.61,60.1,3336,5.53,5.58,3.34,2
0.75,61.5,3336,5.88,5.9,3.62,3
0.75,61.8,3336,5.84,5.87,3.62,3
1.01,62.7,3337,6.4,6.33,3.99,2
0.61,61.7,3337,5.39,5.47,3.35,1
0.99,60.7,3337,6.42,6.34,3.87,2
1.01,58.9,3337,6.54,6.49,3.84,2
0.72,63.4,3338,5.68,5.71,3.61,3
0.9,62,3338,6.13,6.03,3.77,2
0.9,61.2,3338,6.19,6.13,3.77,2
0.81,61.3,3338,6.08,6.03,3.71,1
0.9,62.5,3338,6.21,6.15,3.86,1
0.71,63.4,3340,5.64,5.69,3.59,1
0.91,63.6,3340,6.11,6.15,3.9,1
0.91,63,3340,6.07,6.15,3.85,2
0.91,63.2,3340,6.01,6.27,3.88,1
0.92,64.2,3340,6.11,6.14,3.93,3
0.91,63.3,3340,6.08,6.12,3.86,1
0.74,62,3340,5.81,5.83,3.61,3
1.02,57.1,3342,6.66,6.58,3.78,2
0.73,61.9,3342,5.83,5.76,3.59,3
0.71,61.1,3342,5.77,5.79,3.53,1
0.73,62,3342,5.74,5.79,3.58,1
0.73,60.8,3342,5.81,5.87,3.55,1
0.9,63.4,3342,6.07,6.02,3.83,1
0.9,64.5,3342,6.13,6.09,3.94,1
0.78,60.6,3342,6,5.95,3.62,3
0.78,61.1,3343,5.89,5.96,3.62,1
0.77,62.1,3343,5.82,5.77,3.6,3
0.57,61.3,3343,5.4,5.37,3.3,3
0.71,62.5,3344,5.69,5.73,3.57,1
1,62.4,3344,6.34,6.38,3.97,3
0.91,64.3,3344,6.04,6.12,3.91,1
0.72,61.7,3344,5.72,5.79,3.55,1
0.92,63.7,3345,6.12,6.18,3.92,2
0.7,62.3,3345,5.67,5.71,3.54,1
0.78,61.6,3345,5.94,6,3.68,1
0.77,62.5,3345,5.86,5.91,3.68,2
0.97,58.8,3346,6.44,6.41,3.78,2
0.53,61.6,3346,5.21,5.24,3.22,2
0.73,61.5,3346,5.81,5.83,3.58,2
0.71,62.3,3346,5.69,5.74,3.56,1
0.91,63,3346,6.17,6.12,3.87,3
0.91,62.9,3346,6.16,6.11,3.86,3
0.71,58.1,3347,5.92,5.88,3.43,3
0.83,62.2,3347,6.01,5.98,3.73,2
0.7,61.8,3348,5.67,5.63,3.49,3
0.7,62.2,3348,5.69,5.66,3.53,3
0.9,61.3,3348,6.11,6.16,3.76,2
1,65.8,3348,6.23,6.27,4.11,2
1.01,59.4,3348,6.51,6.45,3.85,1
1.01,64.1,3349,6.26,6.31,4.03,2
0.91,64.1,3349,6.06,6.01,3.87,2
0.71,62.9,3349,5.74,5.67,3.59,2
0.77,62.8,3350,5.79,5.86,3.66,3
0.9,63.5,3350,6.09,6.13,3.88,1
0.9,58.5,3350,6.28,6.33,3.69,1
0.77,63,3351,5.81,5.85,3.67,2
0.94,62.3,3351,6.2,6.26,3.88,1
0.63,61.2,3351,5.53,5.55,3.39,3
0.76,60.2,3352,5.92,5.95,3.57,2
0.72,61.3,3352,5.76,5.8,3.54,1
0.72,62,3352,5.72,5.76,3.56,1
0.72,61.2,3352,5.76,5.77,3.53,1
0.53,61.5,3352,5.25,5.23,3.22,1
1.05,62.8,3352,6.54,6.47,4.08,2
1.05,61.7,3352,6.59,6.53,4.05,2
0.74,59.3,3353,5.89,5.91,3.5,2
0.73,62.1,3353,5.71,5.79,3.57,1
0.9,63.1,3353,6.11,6.16,3.87,1
0.76,61.1,3353,5.86,5.89,3.59,2
0.9,58.5,3353,6.23,6.25,3.65,2
0.9,61.3,3353,6.13,6.2,3.78,1
0.94,66,3353,6.13,6.17,4.06,2
0.81,61.9,3353,6.01,5.97,3.71,2
0.71,62.1,3354,5.69,5.72,3.54,3
1.07,64.3,3354,6.37,6.42,4.11,3
0.7,61.9,3354,5.67,5.74,3.53,1
0.71,62.4,3354,5.67,5.71,3.55,1
0.71,63,3354,5.68,5.72,3.59,2
0.81,61.4,3355,6.03,6.06,3.71,2
0.96,62,3355,6.34,6.31,3.92,1
1.28,61.9,3355,6.95,6.91,4.29,2
0.8,61.5,3356,5.93,5.97,3.66,1
0.89,60.2,3356,6.18,6.21,3.73,3
0.77,62.7,3357,5.82,5.88,3.67,3
0.77,62.5,3357,5.88,5.9,3.68,3
0.8,62.4,3357,5.9,5.96,3.7,2
0.9,63.8,3357,6.05,6.12,3.88,2
0.82,62.1,3357,6.04,6,3.74,2
0.91,64,3357,6.13,6.02,3.89,2
0.74,62.8,3357,5.76,5.68,3.59,1
0.74,63.4,3357,5.78,5.76,3.66,1
0.9,60.4,3358,6.22,6.27,3.77,3
0.7,60.7,3358,5.72,5.75,3.48,1
0.93,64.4,3358,6.14,6.09,3.94,1
0.7,60.3,3359,5.74,5.79,3.47,3
1.02,63.1,3359,6.38,6.34,4.01,3
0.93,61.9,3359,6.23,6.21,3.85,2
0.78,60.9,3360,5.94,5.88,3.59,1
0.7,61.4,3360,5.71,5.75,3.52,2
0.71,61.9,3360,5.74,5.77,3.56,1
0.71,60.8,3360,5.8,5.84,3.54,1
1.01,61.5,3360,6.41,6.37,3.93,2
1,59.4,3360,6.55,6.49,3.87,2
1,64.3,3360,6.29,6.25,4.03,2
1,58.3,3360,6.53,6.5,3.8,2
1,63,3360,6.35,6.32,3.99,1
1,59.8,3360,6.24,6.17,3.71,2
1,62.2,3360,6.39,6.33,3.96,2
0.51,62.7,3360,5.09,4.96,3.15,3
1,59.3,3360,6.52,6.47,3.85,2
0.7,62.5,3361,5.65,5.68,3.54,2
0.82,62.1,3361,6.04,6,3.74,3
0.78,61.3,3362,5.92,6,3.64,3
0.8,61.5,3362,5.96,6,3.68,1
0.91,61.3,3363,6.2,6.17,3.79,1
0.76,62.1,3363,5.81,5.89,3.63,2
0.63,61.9,3363,5.5,5.52,3.41,1
0.82,60.9,3363,5.97,6.04,3.66,3
0.91,60.3,3363,6.31,6.27,3.79,2
0.91,62.7,3363,6.17,6.14,3.86,2
0.91,64,3363,6.17,6.08,3.92,3
0.91,62.9,3363,6.15,6.12,3.86,2
0.82,61.5,3364,6,6.04,3.7,2
0.7,62.5,3365,5.69,5.64,3.54,2
0.75,62.3,3365,5.79,5.84,3.62,1
0.95,62.4,3365,6.25,6.29,3.91,3
0.83,63.5,3365,5.93,5.98,3.78,1
0.8,63.3,3365,5.82,5.87,3.7,1
0.74,62.7,3365,5.8,5.77,3.63,2
0.71,61.9,3366,5.68,5.72,3.53,2
1.13,61.2,3366,6.76,6.71,4.12,3
0.76,62.6,3367,5.8,5.83,3.64,2
0.9,62.4,3368,6.11,6.16,3.83,3
0.9,63,3368,6.09,6.16,3.86,3
0.9,62.6,3368,6.13,6.17,3.85,3
0.8,62,3369,5.99,5.91,3.69,3
